ClientDBName,SnapshotDate,ModuleName,SubModuleName,InScopeCount,SubmittedCount,SubmissionRate,SubmissionsDelta
AssentDataBlackhawkIndustrial,2025-08-31,EU REACH SVHC,(06/2025),94607,6295,6.7%,0
AssentDataBlackhawkIndustrial,2025-09-07,EU REACH SVHC,(06/2025),91040,6513,7.2%,218
AssentDataBlackhawkIndustrial,2025-09-14,EU REACH SVHC,(06/2025),91023,9165,10.1%,2652
AssentDataBlackhawkIndustrial,2025-09-21,EU REACH SVHC,(06/2025),90986,9165,10.1%,0
AssentDataBlackhawkIndustrial,2025-09-28,EU REACH SVHC,(06/2025),90988,9298,10.2%,133
AssentDataBlackhawkIndustrial,2025-10-05,EU REACH SVHC,(06/2025),90874,11006,12.1%,1708
AssentDataBlackhawkIndustrial,2025-10-12,EU REACH SVHC,(06/2025),89052,12875,14.5%,1869
AssentDataBlackhawkIndustrial,2025-10-19,EU REACH SVHC,(06/2025),89083,13041,14.6%,166
AssentDataBlackhawkIndustrial,2025-10-26,EU REACH SVHC,(06/2025),89058,13021,14.6%,-20
AssentDataBlackhawkIndustrial,2025-11-02,EU REACH SVHC,(06/2025),89100,13062,14.7%,41
AssentDataBlackhawkIndustrial,2025-11-09,EU REACH SVHC,(06/2025),88973,12936,14.5%,-126
AssentDataBlackhawkIndustrial,2025-11-16,EU REACH SVHC,(06/2025),89009,12975,14.6%,39
AssentDataBlackhawkIndustrial,2025-11-23,EU REACH SVHC,(06/2025),89052,13031,14.6%,56
AssentDataBlackhawkIndustrial,2025-11-30,EU REACH SVHC,(06/2025),89073,14132,15.9%,1101
AssentDataBlackhawkIndustrial,2025-12-07,EU REACH SVHC,(06/2025),88286,14208,16.1%,76
AssentDataBlackhawkIndustrial,2025-12-14,EU REACH SVHC,(06/2025),88330,14258,16.1%,50
AssentDataBlackhawkIndustrial,2025-12-21,EU REACH SVHC,(06/2025),187713,18643,9.9%,4385
AssentDataBlackhawkIndustrial,2025-12-28,EU REACH SVHC,(06/2025),187760,18656,9.9%,13
AssentDataBlackhawkIndustrial,2026-01-04,EU REACH SVHC,(06/2025),187754,18770,10%,114
AssentDataBRP,2025-02-09,EU REACH SVHC,(01/2025),29783,0,0%,NULL
AssentDataBRP,2025-02-16,EU REACH SVHC,(01/2025),29783,1356,4.6%,1356
AssentDataBRP,2025-02-23,EU REACH SVHC,(01/2025),29783,2985,10%,1629
AssentDataBRP,2025-03-02,EU REACH SVHC,(01/2025),29783,3194,10.7%,209
AssentDataBRP,2025-03-09,EU REACH SVHC,(01/2025),29783,4622,15.5%,1428
AssentDataBRP,2025-03-16,EU REACH SVHC,(01/2025),29783,4665,15.7%,43
AssentDataBRP,2025-03-23,EU REACH SVHC,(01/2025),29783,5107,17.1%,442
AssentDataBRP,2025-03-30,EU REACH SVHC,(01/2025),29783,5801,19.5%,694
AssentDataBRP,2025-04-06,EU REACH SVHC,(01/2025),29783,6914,23.2%,1113
AssentDataBRP,2025-04-13,EU REACH SVHC,(01/2025),29783,7323,24.6%,409
AssentDataBRP,2025-04-20,EU REACH SVHC,(01/2025),29783,7370,24.7%,47
AssentDataBRP,2025-04-27,EU REACH SVHC,(01/2025),29783,7535,25.3%,165
AssentDataBRP,2025-05-04,EU REACH SVHC,(01/2025),29783,7544,25.3%,9
AssentDataBRP,2025-05-11,EU REACH SVHC,(01/2025),29783,7550,25.4%,6
AssentDataBRP,2025-05-18,EU REACH SVHC,(01/2025),29783,8766,29.4%,1216
AssentDataBRP,2025-05-25,EU REACH SVHC,(01/2025),29783,8828,29.6%,62
AssentDataBRP,2025-06-01,EU REACH SVHC,(01/2025),29783,9149,30.7%,321
AssentDataBRP,2025-06-08,EU REACH SVHC,(01/2025),29783,9513,31.9%,364
AssentDataBRP,2025-06-15,EU REACH SVHC,(01/2025),29783,9710,32.6%,197
AssentDataBRP,2025-06-22,EU REACH SVHC,(01/2025),29783,10070,33.8%,360
AssentDataBRP,2025-06-29,EU REACH SVHC,(01/2025),29783,10274,34.5%,204
AssentDataBRP,2025-07-06,EU REACH SVHC,(01/2025),29783,10291,34.6%,17
AssentDataBRP,2025-07-13,EU REACH SVHC,(01/2025),29783,10368,34.8%,77
AssentDataBRP,2025-07-20,EU REACH SVHC,(01/2025),29783,10511,35.3%,143
AssentDataBRP,2025-07-27,EU REACH SVHC,(01/2025),29783,10542,35.4%,31
AssentDataBRP,2025-08-03,EU REACH SVHC,(01/2025),29783,10639,35.7%,97
AssentDataBRP,2025-08-10,EU REACH SVHC,(01/2025),29785,10748,36.1%,109
AssentDataBRP,2025-08-17,EU REACH SVHC,(01/2025),29787,10786,36.2%,38
AssentDataBRP,2025-08-24,EU REACH SVHC,(01/2025),29787,10799,36.3%,13
AssentDataBRP,2025-08-31,EU REACH SVHC,(01/2025),29787,11447,38.4%,648
AssentDataBRP,2025-09-07,EU REACH SVHC,(01/2025),29787,11482,38.5%,35
AssentDataBRP,2025-09-14,EU REACH SVHC,(01/2025),29787,11511,38.6%,29
AssentDataBRP,2025-09-21,EU REACH SVHC,(01/2025),29787,11619,39%,108
AssentDataBRP,2025-09-28,EU REACH SVHC,(01/2025),29787,11635,39.1%,16
AssentDataBRP,2025-10-05,EU REACH SVHC,(01/2025),29787,11636,39.1%,1
AssentDataBRP,2025-10-12,EU REACH SVHC,(01/2025),29787,11639,39.1%,3
AssentDataBRP,2025-10-19,EU REACH SVHC,(01/2025),29787,11642,39.1%,3
AssentDataBRP,2025-10-26,EU REACH SVHC,(01/2025),29787,11646,39.1%,4
AssentDataBRP,2025-11-02,EU REACH SVHC,(01/2025),29787,11694,39.3%,48
AssentDataBRP,2025-11-09,EU REACH SVHC,(01/2025),29787,11894,39.9%,200
AssentDataBRP,2025-11-16,EU REACH SVHC,(01/2025),29787,11912,40%,18
AssentDataBRP,2025-11-23,EU REACH SVHC,(01/2025),29787,11916,40%,4
AssentDataBRP,2025-11-30,EU REACH SVHC,(01/2025),29787,11935,40.1%,19
AssentDataBRP,2025-12-07,EU REACH SVHC,(01/2025),29787,11968,40.2%,33
AssentDataBRP,2025-12-14,EU REACH SVHC,(01/2025),29787,12058,40.5%,90
AssentDataBRP,2025-12-21,EU REACH SVHC,(01/2025),29787,12059,40.5%,1
AssentDataBRP,2025-12-28,EU REACH SVHC,(01/2025),91337,13562,14.8%,1503
AssentDataBRP,2026-01-04,EU REACH SVHC,(01/2025),91337,13565,14.9%,3
AssentDataCorsair,2025-02-09,EU REACH SVHC,(01/2025),600,0,0%,NULL
AssentDataCorsair,2025-02-16,EU REACH SVHC,(01/2025),600,0,0%,0
AssentDataCorsair,2025-02-23,EU REACH SVHC,(01/2025),600,0,0%,0
AssentDataCorsair,2025-03-02,EU REACH SVHC,(01/2025),600,0,0%,0
AssentDataCorsair,2025-03-09,EU REACH SVHC,(01/2025),600,0,0%,0
AssentDataCorsair,2025-03-16,EU REACH SVHC,(01/2025),600,0,0%,0
AssentDataCorsair,2025-09-07,EU REACH SVHC,(01/2025),19,19,100%,19
AssentDataCorsair,2025-09-14,EU REACH SVHC,(01/2025),5,5,100%,-14
AssentDataCorsair,2025-09-21,EU REACH SVHC,(01/2025),2,2,100%,-3
AssentDataCorsair,2025-09-28,EU REACH SVHC,(01/2025),5,5,100%,3
AssentDataCorsair,2025-10-05,EU REACH SVHC,(01/2025),5,5,100%,0
AssentDataCorsair,2025-10-12,EU REACH SVHC,(01/2025),16,16,100%,11
AssentDataCorsair,2025-10-19,EU REACH SVHC,(01/2025),18,18,100%,2
AssentDataCorsair,2025-10-26,EU REACH SVHC,(01/2025),13,13,100%,-5
AssentDataCorsair,2025-11-02,EU REACH SVHC,(01/2025),5,5,100%,-8
AssentDataCorsair,2025-11-09,EU REACH SVHC,(01/2025),15,15,100%,10
AssentDataCorsair,2025-11-16,EU REACH SVHC,(01/2025),33,33,100%,18
AssentDataCorsair,2025-11-23,EU REACH SVHC,(01/2025),23,23,100%,-10
AssentDataCorsair,2025-11-30,EU REACH SVHC,(01/2025),34,34,100%,11
AssentDataCorsair,2025-12-07,EU REACH SVHC,(01/2025),32,32,100%,-2
AssentDataCorsair,2025-12-14,EU REACH SVHC,(01/2025),24,24,100%,-8
AssentDataCorsair,2025-12-21,EU REACH SVHC,(01/2025),28,28,100%,4
AssentDataCorsair,2025-12-28,EU REACH SVHC,(01/2025),30,30,100%,2
AssentDataCorsair,2026-01-04,EU REACH SVHC,(01/2025),33,33,100%,3
AssentDataCorsair,2025-07-13,EU REACH SVHC,(06/2025),600,0,0%,NULL
AssentDataCorsair,2025-07-20,EU REACH SVHC,(06/2025),600,0,0%,0
AssentDataCorsair,2025-07-27,EU REACH SVHC,(06/2025),600,0,0%,0
AssentDataCorsair,2025-08-03,EU REACH SVHC,(06/2025),600,0,0%,0
AssentDataCorsair,2025-08-10,EU REACH SVHC,(06/2025),600,0,0%,0
AssentDataCorsair,2025-08-17,EU REACH SVHC,(06/2025),600,0,0%,0
AssentDataCorsair,2025-08-24,EU REACH SVHC,(06/2025),600,0,0%,0
AssentDataCorsair,2025-08-31,EU REACH SVHC,(06/2025),600,0,0%,0
AssentDataCorsair,2025-09-07,EU REACH SVHC,(06/2025),570,32,5.6%,32
AssentDataCorsair,2025-09-14,EU REACH SVHC,(06/2025),513,69,13.5%,37
AssentDataCorsair,2025-09-21,EU REACH SVHC,(06/2025),484,87,18%,18
AssentDataCorsair,2025-09-28,EU REACH SVHC,(06/2025),476,79,16.6%,-8
AssentDataCorsair,2025-10-05,EU REACH SVHC,(06/2025),483,86,17.8%,7
AssentDataCorsair,2025-10-12,EU REACH SVHC,(06/2025),466,95,20.4%,9
AssentDataCorsair,2025-10-19,EU REACH SVHC,(06/2025),450,79,17.6%,-16
AssentDataCorsair,2025-10-26,EU REACH SVHC,(06/2025),458,87,19%,8
AssentDataCorsair,2025-11-02,EU REACH SVHC,(06/2025),461,90,19.5%,3
AssentDataCorsair,2025-11-09,EU REACH SVHC,(06/2025),335,223,66.6%,133
AssentDataCorsair,2025-11-16,EU REACH SVHC,(06/2025),289,258,89.3%,35
AssentDataCorsair,2025-11-23,EU REACH SVHC,(06/2025),304,274,90.1%,16
AssentDataCorsair,2025-11-30,EU REACH SVHC,(06/2025),284,254,89.4%,-20
AssentDataCorsair,2025-12-07,EU REACH SVHC,(06/2025),284,254,89.4%,0
AssentDataCorsair,2025-12-14,EU REACH SVHC,(06/2025),283,253,89.4%,-1
AssentDataCorsair,2025-12-21,EU REACH SVHC,(06/2025),268,238,88.8%,-15
AssentDataCorsair,2025-12-28,EU REACH SVHC,(06/2025),270,240,88.9%,2
AssentDataCorsair,2026-01-04,EU REACH SVHC,(06/2025),280,250,89.3%,10
AssentDataCorsair,2025-03-23,TSCA Restrictions,12/2024,600,0,0%,NULL
AssentDataCorsair,2025-03-30,TSCA Restrictions,12/2024,600,0,0%,0
AssentDataCorsair,2025-04-06,TSCA Restrictions,12/2024,600,0,0%,0
AssentDataCorsair,2025-04-13,TSCA Restrictions,12/2024,600,0,0%,0
AssentDataCorsair,2025-04-20,TSCA Restrictions,12/2024,600,0,0%,0
AssentDataCorsair,2025-04-27,TSCA Restrictions,12/2024,600,0,0%,0
AssentDataCorsair,2025-05-04,TSCA Restrictions,12/2024,600,0,0%,0
AssentDataCorsair,2025-05-11,TSCA Restrictions,12/2024,600,0,0%,0
AssentDataCorsair,2025-05-18,TSCA Restrictions,12/2024,600,1,0.2%,1
AssentDataCorsair,2025-05-25,TSCA Restrictions,12/2024,600,1,0.2%,0
AssentDataCorsair,2025-06-01,TSCA Restrictions,12/2024,600,1,0.2%,0
AssentDataCorsair,2025-06-08,TSCA Restrictions,12/2024,600,1,0.2%,0
AssentDataCorsair,2025-06-15,TSCA Restrictions,12/2024,600,1,0.2%,0
AssentDataCorsair,2025-06-22,TSCA Restrictions,12/2024,600,1,0.2%,0
AssentDataCorsair,2025-06-29,TSCA Restrictions,12/2024,600,1,0.2%,0
AssentDataCorsair,2025-07-06,TSCA Restrictions,12/2024,600,1,0.2%,0
AssentDataCorsair,2025-09-07,TSCA Restrictions,12/2024,11,11,100%,10
AssentDataCorsair,2025-09-14,TSCA Restrictions,12/2024,82,82,100%,71
AssentDataCorsair,2025-09-21,TSCA Restrictions,12/2024,114,114,100%,32
AssentDataCorsair,2025-09-28,TSCA Restrictions,12/2024,119,119,100%,5
AssentDataCorsair,2025-10-05,TSCA Restrictions,12/2024,112,112,100%,-7
AssentDataCorsair,2025-10-12,TSCA Restrictions,12/2024,118,118,100%,6
AssentDataCorsair,2025-10-19,TSCA Restrictions,12/2024,132,132,100%,14
AssentDataCorsair,2025-10-26,TSCA Restrictions,12/2024,129,129,100%,-3
AssentDataCorsair,2025-11-02,TSCA Restrictions,12/2024,134,134,100%,5
AssentDataCorsair,2025-11-09,TSCA Restrictions,12/2024,250,250,100%,116
AssentDataCorsair,2025-11-16,TSCA Restrictions,12/2024,278,278,100%,28
AssentDataCorsair,2025-11-23,TSCA Restrictions,12/2024,273,273,100%,-5
AssentDataCorsair,2025-11-30,TSCA Restrictions,12/2024,282,282,100%,9
AssentDataCorsair,2025-12-07,TSCA Restrictions,12/2024,284,284,100%,2
AssentDataCorsair,2025-12-14,TSCA Restrictions,12/2024,293,293,100%,9
AssentDataCorsair,2025-12-21,TSCA Restrictions,12/2024,304,304,100%,11
AssentDataCorsair,2025-12-28,TSCA Restrictions,12/2024,300,300,100%,-4
AssentDataCorsair,2026-01-04,TSCA Restrictions,12/2024,287,287,100%,-13
AssentDataDialight,2025-02-09,EU REACH SVHC,(01/2025),5530,0,0%,NULL
AssentDataDialight,2025-02-16,EU REACH SVHC,(01/2025),5530,2,0%,2
AssentDataDialight,2025-02-23,EU REACH SVHC,(01/2025),5530,2,0%,0
AssentDataDialight,2025-03-02,EU REACH SVHC,(01/2025),5530,9,0.2%,7
AssentDataDialight,2025-03-09,EU REACH SVHC,(01/2025),5530,10,0.2%,1
AssentDataDialight,2025-03-16,EU REACH SVHC,(01/2025),5530,11,0.2%,1
AssentDataDialight,2025-03-23,EU REACH SVHC,(01/2025),5530,26,0.5%,15
AssentDataDialight,2025-03-30,EU REACH SVHC,(01/2025),5530,115,2.1%,89
AssentDataDialight,2025-04-06,EU REACH SVHC,(01/2025),5530,187,3.4%,72
AssentDataDialight,2025-04-13,EU REACH SVHC,(01/2025),5530,219,4%,32
AssentDataDialight,2025-04-20,EU REACH SVHC,(01/2025),5530,306,5.5%,87
AssentDataDialight,2025-04-27,EU REACH SVHC,(01/2025),5530,362,6.5%,56
AssentDataDialight,2025-05-04,EU REACH SVHC,(01/2025),5555,507,9.1%,145
AssentDataDialight,2025-05-11,EU REACH SVHC,(01/2025),5555,530,9.5%,23
AssentDataDialight,2025-05-18,EU REACH SVHC,(01/2025),5555,570,10.3%,40
AssentDataDialight,2025-05-25,EU REACH SVHC,(01/2025),5555,578,10.4%,8
AssentDataDialight,2025-06-01,EU REACH SVHC,(01/2025),5555,637,11.5%,59
AssentDataDialight,2025-06-08,EU REACH SVHC,(01/2025),5555,640,11.5%,3
AssentDataDialight,2025-06-15,EU REACH SVHC,(01/2025),5555,672,12.1%,32
AssentDataDialight,2025-06-22,EU REACH SVHC,(01/2025),5555,672,12.1%,0
AssentDataDialight,2025-06-29,EU REACH SVHC,(01/2025),5555,685,12.3%,13
AssentDataDialight,2025-07-06,EU REACH SVHC,(01/2025),5555,690,12.4%,5
AssentDataDialight,2025-07-20,EU REACH SVHC,(01/2025),53,53,100%,-637
AssentDataDialight,2025-07-27,EU REACH SVHC,(01/2025),139,139,100%,86
AssentDataDialight,2025-08-03,EU REACH SVHC,(01/2025),297,297,100%,158
AssentDataDialight,2025-08-10,EU REACH SVHC,(01/2025),302,302,100%,5
AssentDataDialight,2025-08-17,EU REACH SVHC,(01/2025),302,275,91.1%,-27
AssentDataDialight,2025-08-24,EU REACH SVHC,(01/2025),301,275,91.4%,0
AssentDataDialight,2025-08-31,EU REACH SVHC,(01/2025),301,274,91%,-1
AssentDataDialight,2025-09-07,EU REACH SVHC,(01/2025),301,274,91%,0
AssentDataDialight,2025-09-14,EU REACH SVHC,(01/2025),299,273,91.3%,-1
AssentDataDialight,2025-09-21,EU REACH SVHC,(01/2025),298,271,90.9%,-2
AssentDataDialight,2025-09-28,EU REACH SVHC,(01/2025),298,272,91.3%,1
AssentDataDialight,2025-10-05,EU REACH SVHC,(01/2025),305,278,91.1%,6
AssentDataDialight,2025-10-12,EU REACH SVHC,(01/2025),308,281,91.2%,3
AssentDataDialight,2025-10-19,EU REACH SVHC,(01/2025),292,266,91.1%,-15
AssentDataDialight,2025-10-26,EU REACH SVHC,(01/2025),293,266,90.8%,0
AssentDataDialight,2025-11-02,EU REACH SVHC,(01/2025),294,267,90.8%,1
AssentDataDialight,2025-11-09,EU REACH SVHC,(01/2025),295,269,91.2%,2
AssentDataDialight,2025-11-16,EU REACH SVHC,(01/2025),302,275,91.1%,6
AssentDataDialight,2025-11-23,EU REACH SVHC,(01/2025),291,265,91.1%,-10
AssentDataDialight,2025-11-30,EU REACH SVHC,(01/2025),297,270,90.9%,5
AssentDataDialight,2025-12-07,EU REACH SVHC,(01/2025),294,267,90.8%,-3
AssentDataDialight,2025-12-14,EU REACH SVHC,(01/2025),294,268,91.2%,1
AssentDataDialight,2025-12-21,EU REACH SVHC,(01/2025),296,270,91.2%,2
AssentDataDialight,2025-12-28,EU REACH SVHC,(01/2025),298,272,91.3%,2
AssentDataDialight,2026-01-04,EU REACH SVHC,(01/2025),303,277,91.4%,5
AssentDataDialight,2025-07-13,EU REACH SVHC,(06/2025),5555,0,0%,NULL
AssentDataDialight,2025-07-20,EU REACH SVHC,(06/2025),5502,6,0.1%,6
AssentDataDialight,2025-07-27,EU REACH SVHC,(06/2025),5416,20,0.4%,14
AssentDataDialight,2025-08-03,EU REACH SVHC,(06/2025),5258,33,0.6%,13
AssentDataDialight,2025-08-10,EU REACH SVHC,(06/2025),5253,47,0.9%,14
AssentDataDialight,2025-08-17,EU REACH SVHC,(06/2025),5253,49,0.9%,2
AssentDataDialight,2025-08-24,EU REACH SVHC,(06/2025),5254,60,1.1%,11
AssentDataDialight,2025-08-31,EU REACH SVHC,(06/2025),5254,183,3.5%,123
AssentDataDialight,2025-09-07,EU REACH SVHC,(06/2025),5254,258,4.9%,75
AssentDataDialight,2025-09-14,EU REACH SVHC,(06/2025),5256,383,7.3%,125
AssentDataDialight,2025-09-21,EU REACH SVHC,(06/2025),5257,385,7.3%,2
AssentDataDialight,2025-09-28,EU REACH SVHC,(06/2025),5257,402,7.6%,17
AssentDataDialight,2025-10-05,EU REACH SVHC,(06/2025),5250,412,7.8%,10
AssentDataDialight,2025-10-12,EU REACH SVHC,(06/2025),5247,437,8.3%,25
AssentDataDialight,2025-10-19,EU REACH SVHC,(06/2025),5263,502,9.5%,65
AssentDataDialight,2025-10-26,EU REACH SVHC,(06/2025),5262,507,9.6%,5
AssentDataDialight,2025-11-02,EU REACH SVHC,(06/2025),5292,505,9.5%,-2
AssentDataDialight,2025-11-09,EU REACH SVHC,(06/2025),5291,505,9.5%,0
AssentDataDialight,2025-11-16,EU REACH SVHC,(06/2025),5284,499,9.4%,-6
AssentDataDialight,2025-11-23,EU REACH SVHC,(06/2025),5295,509,9.6%,10
AssentDataDialight,2025-11-30,EU REACH SVHC,(06/2025),5289,511,9.7%,2
AssentDataDialight,2025-12-07,EU REACH SVHC,(06/2025),5105,623,12.2%,112
AssentDataDialight,2025-12-14,EU REACH SVHC,(06/2025),5105,625,12.2%,2
AssentDataDialight,2025-12-21,EU REACH SVHC,(06/2025),5103,648,12.7%,23
AssentDataDialight,2025-12-28,EU REACH SVHC,(06/2025),5101,646,12.7%,-2
AssentDataDialight,2026-01-04,EU REACH SVHC,(06/2025),5096,642,12.6%,-4
AssentDataDoosanBobcat,2025-02-09,EU REACH SVHC,(01/2025),28232,0,0%,NULL
AssentDataDoosanBobcat,2025-02-16,EU REACH SVHC,(01/2025),28232,0,0%,0
AssentDataDoosanBobcat,2025-02-23,EU REACH SVHC,(01/2025),28173,0,0%,0
AssentDataDoosanBobcat,2025-03-02,EU REACH SVHC,(01/2025),28173,13,0%,13
AssentDataDoosanBobcat,2025-03-09,EU REACH SVHC,(01/2025),28173,28,0.1%,15
AssentDataDoosanBobcat,2025-03-16,EU REACH SVHC,(01/2025),28173,36,0.1%,8
AssentDataDoosanBobcat,2025-03-23,EU REACH SVHC,(01/2025),28173,36,0.1%,0
AssentDataDoosanBobcat,2025-03-30,EU REACH SVHC,(01/2025),28173,36,0.1%,0
AssentDataDoosanBobcat,2025-04-06,EU REACH SVHC,(01/2025),28173,60,0.2%,24
AssentDataDoosanBobcat,2025-04-13,EU REACH SVHC,(01/2025),28173,70,0.2%,10
AssentDataDoosanBobcat,2025-04-20,EU REACH SVHC,(01/2025),28173,88,0.3%,18
AssentDataDoosanBobcat,2025-04-27,EU REACH SVHC,(01/2025),28244,768,2.7%,680
AssentDataDoosanBobcat,2025-05-04,EU REACH SVHC,(01/2025),6,6,100%,-762
AssentDataDoosanBobcat,2025-05-11,EU REACH SVHC,(01/2025),1630,1630,100%,1624
AssentDataDoosanBobcat,2025-05-18,EU REACH SVHC,(01/2025),1812,1812,100%,182
AssentDataDoosanBobcat,2025-05-25,EU REACH SVHC,(01/2025),2782,2782,100%,970
AssentDataDoosanBobcat,2025-06-01,EU REACH SVHC,(01/2025),3427,3427,100%,645
AssentDataDoosanBobcat,2025-06-08,EU REACH SVHC,(01/2025),4076,4076,100%,649
AssentDataDoosanBobcat,2025-06-15,EU REACH SVHC,(01/2025),4340,4340,100%,264
AssentDataDoosanBobcat,2025-06-22,EU REACH SVHC,(01/2025),4537,4537,100%,197
AssentDataDoosanBobcat,2025-06-29,EU REACH SVHC,(01/2025),4712,4712,100%,175
AssentDataDoosanBobcat,2025-07-06,EU REACH SVHC,(01/2025),4884,4884,100%,172
AssentDataDoosanBobcat,2025-07-20,EU REACH SVHC,(01/2025),20,20,100%,-4864
AssentDataDoosanBobcat,2025-07-27,EU REACH SVHC,(01/2025),69,69,100%,49
AssentDataDoosanBobcat,2025-08-03,EU REACH SVHC,(01/2025),69,69,100%,0
AssentDataDoosanBobcat,2025-08-10,EU REACH SVHC,(01/2025),783,783,100%,714
AssentDataDoosanBobcat,2025-08-17,EU REACH SVHC,(01/2025),798,798,100%,15
AssentDataDoosanBobcat,2025-08-24,EU REACH SVHC,(01/2025),990,990,100%,192
AssentDataDoosanBobcat,2025-08-31,EU REACH SVHC,(01/2025),317,317,100%,-673
AssentDataDoosanBobcat,2025-09-07,EU REACH SVHC,(01/2025),434,335,77.2%,18
AssentDataDoosanBobcat,2025-09-14,EU REACH SVHC,(01/2025),264,172,65.2%,-163
AssentDataDoosanBobcat,2025-09-21,EU REACH SVHC,(01/2025),304,212,69.7%,40
AssentDataDoosanBobcat,2025-09-28,EU REACH SVHC,(01/2025),512,429,83.8%,217
AssentDataDoosanBobcat,2025-10-05,EU REACH SVHC,(01/2025),507,402,79.3%,-27
AssentDataDoosanBobcat,2025-10-12,EU REACH SVHC,(01/2025),534,450,84.3%,48
AssentDataDoosanBobcat,2025-10-19,EU REACH SVHC,(01/2025),525,434,82.7%,-16
AssentDataDoosanBobcat,2025-10-26,EU REACH SVHC,(01/2025),640,538,84.1%,104
AssentDataDoosanBobcat,2025-11-02,EU REACH SVHC,(01/2025),726,648,89.3%,110
AssentDataDoosanBobcat,2025-11-09,EU REACH SVHC,(01/2025),823,724,88%,76
AssentDataDoosanBobcat,2025-11-16,EU REACH SVHC,(01/2025),817,727,89%,3
AssentDataDoosanBobcat,2025-11-23,EU REACH SVHC,(01/2025),798,717,89.8%,-10
AssentDataDoosanBobcat,2025-11-30,EU REACH SVHC,(01/2025),886,804,90.7%,87
AssentDataDoosanBobcat,2025-12-07,EU REACH SVHC,(01/2025),796,708,88.9%,-96
AssentDataDoosanBobcat,2025-12-14,EU REACH SVHC,(01/2025),782,689,88.1%,-19
AssentDataDoosanBobcat,2025-12-21,EU REACH SVHC,(01/2025),804,712,88.6%,23
AssentDataDoosanBobcat,2025-12-28,EU REACH SVHC,(01/2025),806,728,90.3%,16
AssentDataDoosanBobcat,2026-01-04,EU REACH SVHC,(01/2025),848,758,89.4%,30
AssentDataDoosanBobcat,2025-07-13,EU REACH SVHC,(06/2025),30360,16,0.1%,NULL
AssentDataDoosanBobcat,2025-07-20,EU REACH SVHC,(06/2025),30332,317,1%,301
AssentDataDoosanBobcat,2025-07-27,EU REACH SVHC,(06/2025),30265,467,1.5%,150
AssentDataDoosanBobcat,2025-08-03,EU REACH SVHC,(06/2025),30240,1445,4.8%,978
AssentDataDoosanBobcat,2025-08-10,EU REACH SVHC,(06/2025),29518,1730,5.9%,285
AssentDataDoosanBobcat,2025-08-17,EU REACH SVHC,(06/2025),29480,2104,7.1%,374
AssentDataDoosanBobcat,2025-08-24,EU REACH SVHC,(06/2025),29275,2132,7.3%,28
AssentDataDoosanBobcat,2025-08-31,EU REACH SVHC,(06/2025),29923,3331,11.1%,1199
AssentDataDoosanBobcat,2025-09-07,EU REACH SVHC,(06/2025),29161,6640,22.8%,3309
AssentDataDoosanBobcat,2025-09-14,EU REACH SVHC,(06/2025),29213,8578,29.4%,1938
AssentDataDoosanBobcat,2025-09-21,EU REACH SVHC,(06/2025),29148,8970,30.8%,392
AssentDataDoosanBobcat,2025-09-28,EU REACH SVHC,(06/2025),28439,8812,31%,-158
AssentDataDoosanBobcat,2025-10-05,EU REACH SVHC,(06/2025),28315,8993,31.8%,181
AssentDataDoosanBobcat,2025-10-12,EU REACH SVHC,(06/2025),28277,9035,32%,42
AssentDataDoosanBobcat,2025-10-19,EU REACH SVHC,(06/2025),28276,9777,34.6%,742
AssentDataDoosanBobcat,2025-10-26,EU REACH SVHC,(06/2025),28109,10692,38%,915
AssentDataDoosanBobcat,2025-11-02,EU REACH SVHC,(06/2025),27874,11452,41.1%,760
AssentDataDoosanBobcat,2025-11-09,EU REACH SVHC,(06/2025),26965,12551,46.5%,1099
AssentDataDoosanBobcat,2025-11-16,EU REACH SVHC,(06/2025),27023,12716,47.1%,165
AssentDataDoosanBobcat,2025-11-23,EU REACH SVHC,(06/2025),26997,12705,47.1%,-11
AssentDataDoosanBobcat,2025-11-30,EU REACH SVHC,(06/2025),26696,12907,48.3%,202
AssentDataDoosanBobcat,2025-12-07,EU REACH SVHC,(06/2025),26727,13066,48.9%,159
AssentDataDoosanBobcat,2025-12-14,EU REACH SVHC,(06/2025),26783,13140,49.1%,74
AssentDataDoosanBobcat,2025-12-21,EU REACH SVHC,(06/2025),26647,13081,49.1%,-59
AssentDataDoosanBobcat,2025-12-28,EU REACH SVHC,(06/2025),26579,12997,48.9%,-84
AssentDataDoosanBobcat,2026-01-04,EU REACH SVHC,(06/2025),26557,12984,48.9%,-13
AssentDataDoosanBobcat,2025-05-04,TSCA Restrictions,12/2024,30614,31,0.1%,NULL
AssentDataDoosanBobcat,2025-05-11,TSCA Restrictions,12/2024,28990,2339,8.1%,2308
AssentDataDoosanBobcat,2025-05-18,TSCA Restrictions,12/2024,28808,2748,9.5%,409
AssentDataDoosanBobcat,2025-05-25,TSCA Restrictions,12/2024,27838,4082,14.7%,1334
AssentDataDoosanBobcat,2025-06-01,TSCA Restrictions,12/2024,27193,4315,15.9%,233
AssentDataDoosanBobcat,2025-06-08,TSCA Restrictions,12/2024,26544,3989,15%,-326
AssentDataDoosanBobcat,2025-06-15,TSCA Restrictions,12/2024,26020,4388,16.9%,399
AssentDataDoosanBobcat,2025-06-22,TSCA Restrictions,12/2024,25823,4257,16.5%,-131
AssentDataDoosanBobcat,2025-06-29,TSCA Restrictions,12/2024,25648,4618,18%,361
